"subregion","region","pop","high","college","income","poppermile","establishments","employees","ipaddr"
"carroll","new hampshire",47567,91.1,29.7,50555,51.4,1820,17152,42839
"carroll","ohio",28587,84.1,12,43323,73.1,457,4827,23396
"carroll","tennessee",28390,77.3,16,36455,47.6,439,6166,8439
"carroll","virginia",29851,74.4,12.6,35841,63.3,399,4374,5350
"carson","texas",6157,87,23.5,60028,6.7,113,4179,9451
"carson city","nevada",54838,87.1,21,54235,382.1,2067,21836,155406
"carter","kentucky",27348,73.9,10,35637,67.7,394,5551,18633
"carter","missouri",6262,74.5,12.5,26689,12.3,169,996,1019
"carter","montana",1177,91.3,13.1,35121,0.3,31,NA,255
"carter","oklahoma",48085,83.8,17.1,39722,57.8,1506,20411,28187
"carter","tennessee",57355,78.6,15.7,32148,168.3,710,8719,12924
"carteret","north carolina",67632,87.5,23.7,47403,131.3,1944,17562,42582
"carver","minnesota",93707,94.7,42.9,82710,256.9,2328,34145,145312
"cascade","montana",81723,90.2,22.8,44074,30.1,2429,29151,73372
"casey","kentucky",16082,65.4,8.2,27327,35.9,221,2625,3567
"cass","illinois",13338,81.8,13.1,41139,36.3,260,4327,9246
"cass","indiana",38581,83.5,14.3,42679,94.5,748,13017,18988
"cass","iowa",13723,91.8,15.7,41444,24.7,480,4653,8996
"cass","michigan",52242,86.5,16.7,45432,106.7,734,7023,44720
"cass","minnesota",28357,90.1,20,43042,14.1,817,6467,21615
"cass","missouri",100376,91.9,21.9,60807,142.8,1823,17176,77507
"cass","nebraska",25133,93.9,23.7,63608,45.3,525,3289,21834
"cass","north dakota",156157,94.3,36.5,49429,84.9,5003,91223,242403
"cass","texas",30166,82.1,12.5,35592,32.5,499,5567,10489
"cassia","idaho",23249,77.3,15.8,39551,8.9,639,6645,8941
"castro","texas",8164,67.7,16,36893,9,168,985,5325
"caswell","north carolina",23217,75.8,9.4,37926,55.8,249,1775,6770
"catahoula","louisiana",10292,68,10.2,37115,14.7,183,1774,1025
"catawba","north carolina",154339,81.4,19.7,43733,387.1,4077,76028,152894
"catoosa","georgia",65046,82.7,17.8,46549,394.3,885,12002,38126
"catron","new mexico",3658,86.8,18.8,37857,0.5,61,385,4340
"cattaraugus","new york",79458,87.4,17.5,42754,61.4,1677,24230,97364
"cavalier","north dakota",3948,85.9,16.8,49293,2.7,158,1216,463337
"cayuga","new york",79552,85,18.3,50140,115.7,1626,19542,120603
"cecil","maryland",101696,86.9,21,66903,292,1771,24366,78420
"cedar","iowa",18416,92.3,19.1,57004,31.9,470,4279,13563
"cedar","missouri",13799,84.3,11.8,31353,29.5,274,2376,14159
"cedar","nebraska",8746,91.1,16.1,42857,12,306,1814,2039
"centre","pennsylvania",155171,92.9,39.8,48262,138.7,3169,43808,292577
"cerro gordo","iowa",43788,91.7,21.5,45973,77.7,1384,21438,37125
"chaffee","colorado",18150,90.7,32.2,43684,17.6,822,5036,13050
"chambers","alabama",34064,74.2,10.5,32186,57.4,557,6419,29423
"chambers","texas",36196,85.8,16.6,72850,58.8,498,8691,15210
"champaign","illinois",203276,92.9,42.1,44462,201.8,4107,67327,560709
"champaign","ohio",39565,87.1,14.9,48335,93.5,608,8757,28116
"chariton","missouri",7649,84,13.7,40958,10.4,200,1254,3321
"charles","maryland",150592,90.6,26.3,92135,320.2,2627,31333,134751
"charles city","virginia",7157,74.6,12.4,47093,39.7,134,1274,1252
"charles mix","south dakota",9216,83.9,15.4,36757,8.3,280,2336,4767
"charleston","south carolina",365162,87.9,37.7,50133,382.3,11657,174422,564977
"charlevoix","michigan",26023,91.7,25.2,48745,62.3,812,7203,12753
"charlotte","florida",162449,88.4,20.9,45112,235.2,3542,32974,83378
"charlotte","virginia",12404,73,15.2,37173,26.5,237,1671,1533
"charlton","georgia",13295,65.5,8.7,42307,15.7,145,1637,763
"chase","kansas",2757,89.5,17.7,39095,3.6,73,410,1020
"chase","nebraska",4064,90.1,15.9,40465,4.4,145,1072,2008
"chatham","georgia",276434,88,29.6,45985,621.7,7065,117852,404847
"chatham","north carolina",65976,85,36.5,56935,93.1,1226,12996,45529
"chattahoochee","georgia",13037,93.6,28.4,49969,45.3,70,1092,31015
"chattooga","georgia",25725,68.2,7.8,32224,83,315,4302,10871
"chautauqua","kansas",3571,85.8,15.5,35791,5.7,83,483,2169
"chautauqua","new york",133539,86.9,20.5,41432,127.2,2924,41724,248978
"chaves","new mexico",65784,76.4,16.4,37293,10.8,1419,16653,18883
"cheatham","tennessee",39271,82.5,18.8,53337,129.3,517,5837,15829
"cheboygan","michigan",25835,88.5,17.3,37844,36.6,757,4495,12747
"chelan","washington",73687,82.7,23,49509,24.8,2372,25619,51178
"chemung","new york",88911,87.9,20.8,46589,218.1,1834,33442,111687
"chenango","new york",49933,86,17.5,44662,56.5,956,11621,37392
"cherokee","alabama",26021,73.5,11.3,37833,46.9,351,3590,9218
"cherokee","georgia",221315,89,33.6,66717,508.3,4552,38776,142182
"cherokee","iowa",11946,92.1,19,45668,20.9,360,4721,10069
"cherokee","kansas",21226,85.8,13.4,41513,36.8,344,5151,7409
"cherokee","north carolina",26992,81.7,15.2,38621,60.3,581,6274,18737
"cherokee","oklahoma",48150,83.6,24.5,33990,62.7,708,8147,23473
"cherokee","south carolina",55662,74.8,11.5,35025,140.9,972,16746,36029
"cherokee","texas",51206,74.8,11.9,37758,48.3,774,11628,36957
"cherry","nebraska",5727,91.4,22.9,41929,1,215,1747,2563
"cheshire","new hampshire",76851,90,30.2,55241,109.1,1907,27870,138329
"chester","pennsylvania",506575,92.6,48.1,86264,664.7,13689,230867,1090492
"chester","south carolina",32546,74.7,11.1,32112,57.1,517,6116,13272
"chester","tennessee",17171,78,13.8,39776,60,248,3098,7647
"chesterfield","south carolina",46103,74.3,12,32304,58.5,693,11342,21285
"chesterfield","virginia",323856,89.9,36,72886,747.1,6658,95418,442276
"cheyenne","colorado",1874,84.1,15.6,47188,1,64,929,766
"cheyenne","kansas",2678,87.3,18.1,36364,2.7,106,555,892
"cheyenne","nebraska",10068,94.4,26.3,50143,8.4,286,4626,15016
"chickasaw","iowa",12276,88.4,14.4,42098,24.7,394,3704,5516
"chickasaw","mississippi",17416,71.8,10.9,30395,34.7,347,5340,4598
"chicot","arkansas",11433,70.7,13.2,23954,18.3,227,2367,2779
"childress","texas",7029,84.3,15.9,47605,10.1,164,1610,2197
"chilton","alabama",43819,74.8,12.4,40418,63,709,6644,11551
"chippewa","michigan",38917,88.7,17.9,41108,24.7,805,8353,28487
"chippewa","minnesota",12135,86.7,16.6,44712,21.4,429,5137,7540
"chippewa","wisconsin",62922,89.2,18.1,50239,61.9,1521,19617,20051
"chisago","minnesota",53452,92.8,18.3,67075,129.9,1213,12550,47010
"chittenden","vermont",158504,93.5,45.8,62260,291.7,5431,84605,330642
"choctaw","alabama",13633,73.6,10.5,32188,15.2,264,2754,6258
"choctaw","mississippi",8346,79,11.3,29832,20.4,106,1110,2937
"choctaw","oklahoma",15182,78.4,11.3,28039,19.7,251,3353,3877
"chouteau","montana",5904,89.6,22.7,40825,1.5,151,725,2303
"chowan","north carolina",14772,75.8,15.5,34565,85.8,366,3741,9243
"christian","illinois",34638,87.1,12.8,43964,49.1,736,8675,24019
"christian","kentucky",75427,83.7,13.5,37958,103.1,1318,23677,59585
"christian","missouri",79824,91.9,26.3,51961,137.6,1587,12453,53608
"churchill","nevada",24375,88.4,17.8,52589,5,512,4939,31446
"cibola","new mexico",27334,77.4,9.2,36020,6,339,5763,10900
"cimarron","oklahoma",2385,78.5,18.7,35440,1.3,70,365,511
"citrus","florida",139360,85.2,16.5,38189,242.8,2641,25543,79657
"clackamas","oregon",383857,91.8,31.6,63790,201,10690,121901,647938
"claiborne","louisiana",16828,75.6,11.7,32972,22.8,262,2938,11967
"claiborne","mississippi",9349,83.6,17.5,21924,19.7,122,NA,1546
"claiborne","tennessee",31736,70.7,12.3,33178,74.1,415,6867,18672
"clallam","washington",71863,91.4,24.3,46212,41.1,2118,17230,42864
"clare","michigan",30753,83.2,11,34431,54.8,527,5473,31048
"clarendon","south carolina",34357,75.8,13.4,33355,57.6,498,5387,8656
"clarion","pennsylvania",39646,87.7,17.8,41557,66.6,946,10601,27157
"clark","arkansas",22936,84.1,22.3,32998,26.6,497,6964,18019
"clark","idaho",869,70.4,7.1,39792,0.6,14,77,765
"clark","illinois",16209,89,17.4,47933,32.6,326,3531,14689
"clark","indiana",111951,85.8,18.5,49130,295.6,2367,41651,88934
"clark","kansas",2181,91.4,23.3,42011,2.3,62,NA,1528
"clark","kentucky",35787,81.1,18.2,45726,141.1,746,10790,28121
"clark","missouri",6969,85.8,12.7,40333,14.1,143,958,1547
"clark","nevada",2000759,83.5,22,55961,247.3,39343,730747,2614908
"clark","ohio",137206,85.4,16.6,44037,348,2388,39851,210201
"clark","south dakota",3585,86.3,17.5,45844,3.9,108,566,1402
"clark","washington",438287,90.8,25.8,59051,676.2,9303,107452,458825
"clark","wisconsin",34435,81.7,11.6,42756,28.7,733,7898,8407
"clarke","alabama",25161,78.1,13.2,29668,20.9,601,6430,9473
"clarke","georgia",120266,84.9,40.7,34151,979.1,2931,43616,1603050
"clarke","iowa",9370,86.8,13.2,45610,21.5,189,3080,7654
"clarke","mississippi",16556,75.8,9.5,31059,24.2,252,2315,2723
"clarke","virginia",14323,87.5,30.7,77048,79.7,370,3117,9750
"clatsop","oregon",37301,91.5,22.1,43670,44.7,1433,13252,12381
"clay","alabama",13435,72.8,9.1,35410,23.1,184,3001,9387
"clay","arkansas",15684,74.5,9.3,31135,25.2,290,3025,1953
"clay","florida",194345,89.9,23.2,59994,315.8,3481,35545,1713392
"clay","georgia",3116,76.9,9.5,24750,16.3,41,NA,1278
"clay","illinois",13766,86,13.6,38905,29.5,354,4468,10901
"clay","indiana",26837,87.6,14.3,46916,75.2,478,5330,17239
"clay","iowa",16599,92.4,18.3,45462,29.4,627,7622,11539
"clay","kansas",8531,92.4,17.3,41829,13.2,265,2474,3833
"clay","kentucky",21556,59.7,7.9,20206,46.3,245,2506,15806
"clay","minnesota",60155,93,30.4,52108,56.4,1263,16799,99283
"clay","mississippi",20427,79.9,16.5,32919,50.3,364,4133,10742
"clay","missouri",227577,91.9,30.6,60507,558.6,4721,82143,258558
"clay","nebraska",6411,89.1,16.8,45590,11.4,184,1136,4133
"clay","north carolina",10618,83.8,19.4,36711,49.3,209,1414,4461
"clay","south dakota",14131,94.6,41.7,39118,33.6,314,3564,28451
"clay","tennessee",7840,69.7,10.8,28682,33.2,102,1024,2936
"clay","texas",10535,88.3,18.8,52868,9.9,119,967,3839
"clay","west virginia",9297,69.8,7.6,29105,27.5,104,1304,1782
"clayton","georgia",265888,82.1,17.8,42936,1832.5,3914,69776,148413
"clayton","iowa",17835,90.9,15.3,46644,23.3,522,4878,6118
"clear creek","colorado",9026,96.5,39.9,62756,23,341,2533,6094
"clearfield","pennsylvania",81184,86,13.3,39391,71.3,1973,25841,64421
"clearwater","idaho",8590,85.4,14.2,42043,3.6,237,1883,5747
"clearwater","minnesota",8703,84.6,15.7,39143,8.7,200,2291,4726
"cleburne","alabama",14832,73,9.4,38785,26.7,157,1567,4251
"cleburne","arkansas",25808,81.5,16.3,38510,46.9,602,6051,13042
"clermont","ohio",199085,87.4,25.4,60219,436.5,3516,44073,108054
"cleveland","arkansas",8627,85.5,14,34292,14.5,77,505,4727
"cleveland","north carolina",97474,79.5,15.6,38352,211.3,1943,27683,143593
"cleveland","oklahoma",265638,90.9,31.1,53759,474.7,5351,66674,200923
"clinch","georgia",6718,69.2,13.9,33143,8.5,121,1652,1146
"clinton","illinois",38061,88.1,19.5,57246,79.7,856,8803,27229
"clinton","indiana",33022,82.3,13.1,48352,82,593,8562,15262
"clinton","iowa",48717,89.7,16.4,48063,70.7,1196,25437,37606
"clinton","kentucky",10285,63.3,7.5,27654,52.1,189,3239,2808
"clinton","michigan",76001,92.9,27.2,58244,133.1,1231,15493,60886
"clinton","missouri",20508,89.6,17.1,51439,49.5,368,3001,21443
"clinton","new york",81654,84.1,21.5,49260,79.1,1909,25840,108611
"clinton","ohio",41886,87.2,14.6,47264,102.9,751,14390,29986
"clinton","pennsylvania",39517,86,16.4,39696,44.2,748,10956,5034
"cloud","kansas",9397,88.6,15.2,37073,13.3,310,2968,7545
"coahoma","mississippi",25709,75,16.5,26050,47.3,564,6949,11416
"coal","oklahoma",5963,78.8,9.8,34217,11.5,79,729,1545
"cobb","georgia",707442,90.5,44,65423,2026.4,18728,288112,998336
"cochise","arizona",132088,85,21.9,45906,21.3,2315,28909,52489718
"cochran","texas",3046,69.3,12.4,40513,4,60,302,764
"cocke","tennessee",35571,72.8,8.1,28563,82.1,482,5942,20562
"coconino","arizona",136011,86.8,31.5,49615,7.2,3529,44547,147482
"codington","south dakota",27606,90.1,24.2,44672,39.5,1092,13751,23389
"coffee","alabama",51252,80.2,21.3,42065,73.6,953,12407,55351
"coffee","georgia",43170,73.6,11.8,34327,73.7,835,11632,15672
"coffee","tennessee",53222,81.8,19.1,39268,123.1,1192,18749,81247
"coffey","kansas",8502,92.3,20.2,49552,13.7,241,NA,71265
"coke","texas",3231,85.8,14,40000,3.6,64,270,2425
"colbert","alabama",54446,80.8,17.4,40247,91.8,1257,18980,25867
"cole","missouri",76363,89.5,30.9,55580,193,2209,32793,188454
"coleman","texas",8675,80,14.1,27910,7,208,1479,6270
"coles","illinois",53655,89.5,24.2,38294,106,1230,17685,123116
"colfax","nebraska",10653,71.2,12.7,46685,25.5,251,3483,2446
"colfax","new mexico",13223,86.5,19.6,38012,3.7,472,3847,3310
"colleton","south carolina",38153,76,14.4,31700,36.8,760,7284,17355
"collier","florida",332427,85.3,31.6,56876,160.9,9888,101687,236405
"collin","texas",834642,92.9,48.7,82758,930,18207,304938,2842473
"collingsworth","texas",3036,73.6,18.3,38750,3.3,59,544,382
"colorado","texas",20696,80.6,16.4,43252,21.7,556,5936,8890
"colquitt","georgia",46137,71.7,11.9,33345,83.6,860,11211,33058
"columbia","arkansas",24473,84.4,20.5,36163,32.1,592,7612,18359
"columbia","florida",67966,81.2,13.1,38589,84.7,1325,16999,48399
"columbia","georgia",131627,90.6,34.3,66556,427.6,2136,26653,120479
"columbia","new york",62499,87.5,28.4,56185,99.4,1675,15072,49741
"columbia","oregon",49286,88.4,16.8,56270,75.1,928,6948,30523
"columbia","pennsylvania",66887,87,18.8,44136,139.3,1416,22104,122049
"columbia","washington",3995,87.5,18,44038,4.7,129,757,1665
"columbia","wisconsin",56539,91.2,20.5,57805,74.2,1388,19119,27908
"columbiana","ohio",106507,85.7,13,41003,202.7,2106,25106,44178
"columbus","north carolina",57638,78.6,11.6,34938,62,1048,11593,11412
"colusa","california",21411,70.5,13,49558,18.6,357,3879,8401
"comal","texas",114384,88.9,32.6,65521,193.9,2836,35698,53062
"comanche","kansas",1913,88.5,23.1,38750,2.4,81,423,892
"comanche","oklahoma",126390,89,20.4,45947,116.1,2194,32151,146635
"comanche","texas",13765,76.8,18.5,36326,14.9,264,2530,15676
"concho","texas",4010,78.7,12.2,46528,4.2,49,720,1799
"concordia","louisiana",20365,70.9,11,28705,29.9,375,4178,4592
"conecuh","alabama",12981,72.7,11.6,27977,15.6,212,2316,4030
"conejos","colorado",8275,82,20.6,34435,6.4,95,659,278
"contra costa","california",1079597,88.5,38.4,79135,1465.2,21868,290961,10964948
"converse","wyoming",14008,91.8,18.1,56673,3.3,465,3860,14597
"conway","arkansas",21287,82.3,14,31890,38.5,411,5202,7756
"cook","georgia",16923,71.9,9.9,35306,75.8,313,2661,6634
"cook","illinois",5231351,83.7,33.7,54598,5495.1,127846,2193827,13984169
"cook","minnesota",5185,93.3,34.4,49496,3.6,267,1974,3843
"cooke","texas",38688,81.9,19,50176,43.9,837,12690,18071
"cooper","missouri",17520,84.3,17.8,45869,31.2,401,4353,7959
"coos","new hampshire",32096,84.5,16.4,41087,18.4,891,9606,20445
"coos","oregon",62534,87.4,18.5,37789,39.5,1641,16731,48913
"coosa","alabama",10966,76.2,9.5,37191,17.7,90,921,765
"copiah","mississippi",28955,79.9,14.4,38154,37.9,414,6081,6847
"corson","south dakota",4077,84.3,13.2,28506,1.6,37,179,891
"cortland","new york",49474,89.6,24,45956,98.9,1031,15675,109534
"coryell","texas",77231,88.3,14.9,48920,71.7,762,10178,47523
"coshocton","ohio",36779,85.7,11.5,40727,65.4,640,9275,13514
"costilla","colorado",3594,75.8,15.3,25949,2.9,48,213,127
"cottle","texas",1486,75.8,14,39038,1.7,33,163,765
"cotton","oklahoma",6155,84.3,15.1,46075,9.8,77,1168,2933
"cottonwood","minnesota",11597,85,17.1,43111,18.3,351,4554,9424
"covington","alabama",37955,76.6,12.9,33544,36.6,864,10827,16263
"covington","mississippi",19607,78.5,15.6,31127,47.3,329,3819,4100
"coweta","georgia",130929,87.2,26.2,61015,288.8,2024,26122,100924
"cowley","kansas",36288,87.2,19.5,40924,32.3,753,11320,23565
"cowlitz","washington",101996,86.5,15,46461,89.8,2149,30312,74682
"craig","oklahoma",14748,79.8,14.7,41010,19.7,343,4280,19386
"craig","virginia",5213,89.2,15,54120,15.7,55,372,2928
"craighead","arkansas",99735,84.1,23.7,40221,136.4,2404,36274,125076
"crane","texas",4562,71.1,13.5,48648,5.6,85,939,9383
"craven","north carolina",104770,87.5,21,46251,146,2235,27146,41721
"crawford","arkansas",61946,78.9,13.2,40409,104.4,1080,21031,18441
"crawford","georgia",12600,77.9,11.7,37746,38.9,102,466,4085
"crawford","illinois",19600,86.3,14.8,43923,44.7,440,6899,19807
"crawford","indiana",10665,81.1,12.5,40354,35.1,133,1321,1402
"crawford","iowa",17309,78.4,15.3,45423,23.9,459,6454,13408
"crawford","kansas",39361,88.7,27.8,36043,66.4,912,14043,39677
"crawford","michigan",14009,84.3,15,39597,25.3,302,3115,10961
"crawford","missouri",24832,76.6,10.2,35947,33.3,513,4988,2165
"crawford","ohio",42849,85.6,11,41336,109,864,11932,12014
"crawford","pennsylvania",87598,86.2,18.3,40379,87.7,2049,27013,113387
"crawford","wisconsin",16560,89.3,15.5,40933,29.2,415,6106,7255
"creek","oklahoma",70651,84.4,15,42940,73.6,1403,15360,33582
"crenshaw","alabama",14083,76.1,11.6,38041,22.8,237,3280,3526
"crisp","georgia",23606,76.2,11.5,32616,86,507,6311,6635
"crittenden","arkansas",50021,77.2,13.5,35264,83.5,842,13361,172030
"crittenden","kentucky",9280,76.9,9.6,32545,25.9,155,1497,4724
"crockett","tennessee",14623,76.6,11.8,36743,54.9,215,1949,26930
"crockett","texas",3743,60,6.8,51522,1.3,133,1062,1416
"crook","oregon",20729,85.7,15.7,45004,7,479,3704,13242
"crook","wyoming",7155,91.9,23,49757,2.5,230,1485,2934
"crosby","texas",6126,72,11.7,35655,6.7,104,703,3319
"cross","arkansas",17683,77.8,12,38432,29,363,4191,4991
"crow wing","minnesota",62882,91.7,22.2,45853,62.6,2026,24886,52309
"crowley","colorado",5365,68.9,10.7,40636,7.4,42,605,330
"culberson","texas",2290,61.4,18,37500,0.6,49,532,509
"cullman","alabama",80440,76.6,14.2,38703,109.4,1693,21195,51680
"culpeper","virginia",47911,83.2,21.8,66458,123.1,944,11196,24148
"cumberland","illinois",10968,88,12.7,43255,31.9,171,1602,4599
"cumberland","kentucky",6819,72.4,8.7,29528,22.5,116,1205,3575
"cumberland","maine",283921,93.6,39.9,57267,337.2,10743,153928,291555
"cumberland","new jersey",157785,76.7,14,52004,324.4,2923,44881,120563
"cumberland","north carolina",324049,88.9,21.8,44861,489.7,5613,94128,329035
"cumberland","pennsylvania",238614,91.1,32.5,60832,431.6,5709,113311,434919
"cumberland","tennessee",57029,81.3,16,36955,82.3,1045,13710,50413
"cumberland","virginia",9849,76.6,14.1,45184,33.8,146,868,1912
"cuming","nebraska",9072,87.7,17.6,46847,16,353,2614,2605
"currituck","north carolina",24077,85.3,17,57588,89.9,574,3796,27140
"curry","new mexico",49938,81.4,19.2,40397,34.4,1069,12759,31888
"curry","oregon",22248,91.7,19.6,39787,13.7,671,4507,8064
"custer","colorado",4249,94.4,30.8,43358,5.8,141,574,7074
"custer","idaho",4331,90.2,22,43445,0.9,155,932,2423
"custer","montana",11888,92,19.4,41373,3.1,415,4172,5525
"custer","nebraska",10740,92.3,19.1,43657,4.2,380,2540,10323
"custer","oklahoma",28536,83.1,23.4,43125,27.8,898,10134,15595
"custer","south dakota",8339,92.5,30.4,48125,5.3,269,1276,9002
"cuyahoga","ohio",1265111,86.7,28.6,44088,2800,33255,646638,2352636
"dade","florida",2591035,77.6,26.2,43957,1315.5,74585,823116,2015718
"dade","georgia",16490,80.3,17.6,41629,95.6,215,2344,9362
"dade","missouri",7568,84,9.5,32248,16.1,142,1292,3866
"daggett","utah",1090,81.9,18.5,44750,1.5,23,NA,3960
"dakota","minnesota",405088,94.5,38.4,73723,709,9835,163548,760420
"dakota","nebraska",20918,73,10.8,43294,79.5,431,10937,9651
"dale","alabama",50444,83.1,17.6,45491,89.6,815,13631,46135
"dallam","texas",6996,74.1,8.6,47500,4.5,218,1962,18280
"dallas","alabama",42864,76.2,13.6,26909,44.8,785,10789,8337
"dallas","arkansas",7987,80,12.7,30011,12.2,207,2463,4331
"dallas","iowa",71967,93.3,41.1,71691,112.4,1540,31301,12387
"dallas","missouri",16799,77.3,11.7,39132,31,248,2608,9463
"dallas","texas",2453843,76.7,28.1,48942,2718,61034,1239445,9567522
"dane","wisconsin",503523,94.4,45.4,61913,407.7,13179,249351,1989112
"daniels","montana",1786,95.8,17.3,37578,1.2,69,NA,2299
"dare","north carolina",34573,92,31.6,54750,88.5,1864,12849,127
"darke","ohio",52507,85.9,10.9,45055,88.5,1147,14616,21073
"darlington","south carolina",68139,78.3,15.8,38567,122.4,1123,17645,27751
"dauphin","pennsylvania",269665,88.7,27,53771,510.6,6862,143099,1049924
"davidson","north carolina",163260,78.9,16.8,44728,294.7,2747,34286,93809
"davidson","tennessee",648295,85.3,34.4,46737,1243.3,17809,377254,1960916
"davie","north carolina",41433,84.1,23.3,50562,156.2,771,8600,25546
"daviess","indiana",32064,75.4,11.8,45231,73.7,823,9794,16448
"daviess","kentucky",97847,87.4,18.5,44763,210.9,2261,40582,90383
"daviess","missouri",8239,83.9,14.6,41133,15,164,864,6123
"davis","iowa",8689,83.5,16,46651,17.4,170,1396,4229
"davis","utah",315809,95.1,34.1,69147,1025.8,6173,71354,254795
