subregion,region,pop,high,college,income,poppermile,establishments,employees
delaware,new york,47276,86.8,18.8,43554,33.3,1021,10937
dutchess,new york,297322,89.2,32,71125,373.9,7423,92645
erie,new york,919086,88.9,29.8,48805,881.4,22313,405981
essex,new york,38961,87.9,24.8,46629,21.9,1159,9974
franklin,new york,51795,83.3,17.4,43673,31.7,1029,11039
fulton,new york,54925,83.4,14.9,45289,112.1,1180,13701
genesee,new york,59977,90.5,20.4,50861,121.9,1332,16714
greene,new york,48673,84.8,18.6,47033,76.1,1143,11249
hamilton,new york,4778,88.8,25.6,51142,2.8,196,814
herkimer,new york,64508,87.4,18.5,42680,45.7,1157,11659
jefferson,new york,120262,88.1,20.6,45559,91.6,2471,29561
kings,new york,2565635,78,29.2,44593,35369.1,49837,513746
lewis,new york,27224,86.9,13.7,44281,21.3,526,4583
livingston,new york,64810,88.2,23.3,53231,103.5,1252,13042
madison,new york,72382,89.3,24.3,53473,112.2,1400,17128
monroe,new york,747813,88.6,35.3,52260,1132.6,17144,336504
montgomery,new york,49941,83.2,16.4,43254,124.6,1098,15311
nassau,new york,1349233,89.9,41.2,95823,4704.8,47048,513505
new york,new york,1619090,85,57.7,67204,69467.5,103800,1998051
niagara,new york,215124,88.9,20.6,46599,414.4,4500,58099
oneida,new york,233556,86.4,21.9,48382,193.7,4876,86706
onondaga,new york,466852,89,32.5,52636,600,11723,208799
ontario,new york,108519,91.6,30.5,57069,167.6,2792,44248
orange,new york,374512,87.1,28.7,70294,459.3,9103,106253
orleans,new york,42836,85,15,47788,109.6,682,8556
oswego,new york,121700,86.4,15.8,47036,128.3,2141,23927
otsego,new york,61709,88.3,26.2,45334,62.2,1439,19443
putnam,new york,99607,93.1,38.1,92711,432.9,2855,20488
queens,new york,2272771,80.1,29.8,56406,20553.6,44067,490435
rensselaer,new york,159835,89.4,27.4,56271,244.4,2981,41390
richmond,new york,470728,87.4,28.9,72752,8030.3,8604,91590
rockland,new york,317757,87.9,40.8,84661,1795.9,9198,99498
saratoga,new york,222133,92.6,35.4,67186,271.1,4986,61049
schenectady,new york,155124,90.1,28.8,55587,756.6,3068,48703
schoharie,new york,32099,87.2,20.5,50795,52.7,556,5365
schuyler,new york,18514,88.2,17,47804,55.9,378,3662
seneca,new york,35305,83,18.3,47266,108.9,706,8257
st lawrence,new york,112232,86.4,18.9,43390,41.8,2018,26642
steuben,new york,99063,87.4,19.6,44967,71.2,1796,26733
suffolk,new york,1499273,89.5,32.4,87187,1637.4,47668,538635
sullivan,new york,76793,84.5,20.7,48303,80.1,1998,18186
tioga,new york,50478,90.5,22.4,53789,98.6,809,11362
tompkins,new york,102554,92.6,49.8,49789,214,2326,45545
ulster,new york,181791,87.9,29.3,58808,162.3,4663,44056
warren,new york,65538,90.6,27.8,53877,75.8,2331,31304
washington,new york,62934,86.3,16.9,50117,76.1,1067,9626
wayne,new york,92962,87.2,20.8,54380,155.3,1707,19600
westchester,new york,961670,87.3,44.5,80725,2204.7,31515,371385
wyoming,new york,41892,86.2,14.6,51312,71.1,800,9251
yates,new york,25344,84.6,23.4,48125,75,545,5162
alamance,north carolina,153920,81.4,21.6,44430,356.5,3153,50394
alexander,north carolina,36853,77.3,11.3,40658,143.1,591,6710
alleghany,north carolina,10927,73.3,15.9,32478,47.5,251,2158
anson,north carolina,26351,76.8,8.4,34659,50.7,389,4334
ashe,north carolina,27097,78.6,17.7,36498,64,520,6095
avery,north carolina,17635,81.5,19.3,37985,72,508,4317
beaufort,north carolina,47507,81.7,19.1,40986,57.7,1149,13456
bertie,north carolina,20653,73.5,10.8,29326,30.4,342,5132
bladen,north carolina,34915,75.2,9.5,30273,40.2,532,10680
brunswick,north carolina,112257,85,23.7,45132,126.8,2223,23021
buncombe,north carolina,244490,87.9,32.1,44321,362.9,7171,97718
burke,north carolina,90505,75.9,15.6,37440,179.3,1436,21782
cabarrus,north carolina,184498,85.5,24.1,54280,492.1,3828,54912
caldwell,north carolina,81930,75.7,13.6,37845,176.1,1372,18997
camden,north carolina,10090,91.7,20.2,63998,41.5,107,570
carteret,north carolina,67632,87.5,23.7,47403,131.3,1944,17562
caswell,north carolina,23217,75.8,9.4,37926,55.8,249,1775
catawba,north carolina,154339,81.4,19.7,43733,387.1,4077,76028
chatham,north carolina,65976,85,36.5,56935,93.1,1226,12996
cherokee,north carolina,26992,81.7,15.2,38621,60.3,581,6274
chowan,north carolina,14772,75.8,15.5,34565,85.8,366,3741
clay,north carolina,10618,83.8,19.4,36711,49.3,209,1414
cleveland,north carolina,97474,79.5,15.6,38352,211.3,1943,27683
columbus,north carolina,57638,78.6,11.6,34938,62,1048,11593
craven,north carolina,104770,87.5,21,46251,146,2235,27146
cumberland,north carolina,324049,88.9,21.8,44861,489.7,5613,94128
currituck,north carolina,24077,85.3,17,57588,89.9,574,3796
dare,north carolina,34573,92,31.6,54750,88.5,1864,12849
davidson,north carolina,163260,78.9,16.8,44728,294.7,2747,34286
davie,north carolina,41433,84.1,23.3,50562,156.2,771,8600
duplin,north carolina,60033,71,10.7,34264,71.7,848,12873
durham,north carolina,279641,86.9,44.3,50078,935.7,6637,159417
edgecombe,north carolina,55954,77.9,10.6,34198,111.9,791,13873
forsyth,north carolina,358137,87.3,31.3,46417,859.2,8197,159288
franklin,north carolina,61475,80.1,15.4,44598,123.3,919,8983
gaston,north carolina,208049,80.1,18,43052,578.8,3868,58661
gates,north carolina,11869,83.4,10.7,45183,35.8,127,857
graham,north carolina,8700,79.9,12.1,32255,30.3,161,1899
granville,north carolina,60436,81.7,15.3,49090,112.7,809,13764
greene,north carolina,21429,75.5,11.2,41073,80.3,236,1748
guilford,north carolina,500879,87.1,32.8,46288,756.4,13065,243329
halifax,north carolina,54006,74.3,11.5,31370,75.5,1016,12624
harnett,north carolina,122135,81.7,16.9,42965,192.7,1602,18107
haywood,north carolina,58908,84.4,22.3,41768,106.6,1371,13912
henderson,north carolina,108266,87.2,27.5,47371,286.1,2514,29509
hertford,north carolina,24438,74.4,14.7,31969,69.9,476,6989
hoke,north carolina,50536,82.4,16.1,46540,120.2,405,5443
hyde,north carolina,5859,75.7,10.7,40753,9.5,153,859
iredell,north carolina,162708,84,22.6,51139,277.8,4231,57570
jackson,north carolina,40448,83.5,27.1,36826,82.1,901,7749
johnston,north carolina,174938,82.3,19.8,49888,213.4,3011,36519
jones,north carolina,10275,81.2,12.5,40687,21.6,139,912
lee,north carolina,59715,81.4,19.2,44836,227,1260,23387
lenoir,north carolina,59227,77.5,14.2,33749,148.5,1286,20306
lincoln,north carolina,79313,82.1,19.7,50279,262.7,1509,16299
macon,north carolina,33869,84.3,19.8,38653,65.8,1087,9162
madison,north carolina,20742,79.2,16.6,38063,46.2,306,2908
martin,north carolina,23961,79.7,12.9,36345,53.1,457,5529
mcdowell,north carolina,44998,78.9,13.9,35230,102.1,732,12021
mecklenburg,north carolina,969031,88.6,40.4,55994,1755.5,27520,508744
mitchell,north carolina,15368,79.1,13.7,36165,70.4,376,3886
montgomery,north carolina,27668,72,14.5,32946,56.5,497,6707
moore,north carolina,90302,89.2,29.3,48348,126.5,2157,28330
nash,north carolina,95708,81.9,18.9,45052,177.3,2130,35462
new hanover,north carolina,209234,89.5,36,48893,1058.1,6634,83669
northampton,north carolina,21428,71.4,11.5,32090,41.2,281,3804
onslow,north carolina,183263,88.3,18,45457,233.1,2710,32898
orange,north carolina,137941,90.1,54.6,56055,336.2,3060,38276
pamlico,north carolina,13074,84,18.1,43658,39.1,252,1805
pasquotank,north carolina,40591,81.5,19.8,45298,179.2,952,11074
pender,north carolina,54195,86.2,19.3,44568,60,905,7258
perquimans,north carolina,13563,86.2,16.7,37862,54.4,209,1379
person,north carolina,39268,81.1,14,43271,100.6,670,8609
pitt,north carolina,172554,85,28,39824,257.9,3515,55958
polk,north carolina,20271,87.3,26.7,43332,86.3,477,3693
randolph,north carolina,142466,76.8,13.8,40602,181.1,2558,37461
richmond,north carolina,46627,77.1,11.2,31847,98.4,835,10892
robeson,north carolina,135496,69.3,12.5,30874,141.3,1857,30669
rockingham,north carolina,92720,76.3,13.1,38311,165.6,1705,22721
rowan,north carolina,138180,80.4,17.4,43121,270.7,2512,39502
rutherford,north carolina,67323,80.2,15.3,37128,120.2,1285,16110
sampson,north carolina,63949,74.8,12.6,36832,67.1,989,13410
scotland,north carolina,36094,77.3,14,30465,113.4,660,10582
stanly,north carolina,60576,79.6,15,43424,153.3,1303,15534
stokes,north carolina,46783,80,11.3,43099,105.6,588,5240
surry,north carolina,73561,74.3,14.9,36788,138.4,1652,26633
swain,north carolina,14141,80.3,17.7,40719,26.5,400,5322
transylvania,north carolina,32849,86.9,27.3,41103,87.4,789,6876
tyrrell,north carolina,4338,71.5,10.1,34071,11.3,72,392
union,north carolina,208520,87,29.9,64813,318.7,3951,43741
vance,north carolina,45132,73.6,11.2,34084,179.2,882,12989
wake,north carolina,952151,91.8,47.9,65289,1078.8,24943,373012
warren,north carolina,20576,74.1,14.5,34495,48.9,218,1821
washington,north carolina,12736,78,11.9,34219,38,242,2848
watauga,north carolina,51871,88.3,39.3,34497,163.4,1584,15982
wayne,north carolina,124246,81.1,16,41751,221.7,2169,34069
wilkes,north carolina,69306,73.1,11.9,33464,91.9,1266,17997
wilson,north carolina,81867,77.7,18,38760,220.6,1719,31201
yadkin,north carolina,38084,78,11.9,40375,114.7,602,8091
yancey,north carolina,17630,80.7,18.8,38950,57,344,3250
adams,north dakota,2311,89.9,21.4,40236,2.4,104,801
barnes,north dakota,11015,89.4,27.4,43730,7.4,366,4188
benson,north dakota,6760,80.7,10.6,32149,4.8,102,1079
billings,north dakota,905,91,21.7,53846,0.7,53,224
bottineau,north dakota,6579,85.7,22.5,44399,3.9,272,1964
bowman,north dakota,3202,87.9,20.3,50487,2.7,152,1123
burke,north dakota,2171,90.5,16.1,54402,1.8,85,473
burleigh,north dakota,85774,92.8,32.3,56231,49.8,2732,43530
cass,north dakota,156157,94.3,36.5,49429,84.9,5003,91223
cavalier,north dakota,3948,85.9,16.8,49293,2.7,158,1216
dickey,north dakota,5268,87.1,21,41776,4.7,222,1703
divide,north dakota,2228,90.5,17.8,47545,1.6,98,604
dunn,north dakota,3967,87.3,16.6,52861,1.8,132,1268
eddy,north dakota,2368,84,18.6,40096,3.8,75,444
emmons,north dakota,3491,80,14.1,36903,2.4,127,762
foster,north dakota,3392,88.3,19.3,47500,5.3,147,1403
golden valley,north dakota,1804,91.4,21.3,35402,1.7,71,456
grand forks,north dakota,67472,92.6,33.2,46050,46.5,1856,30738
grant,north dakota,2333,86.7,15.3,41821,1.4,75,445
griggs,north dakota,2362,87.3,18,43000,3.4,97,690
hettinger,north dakota,2553,85.4,18.9,41179,2.2,94,454
kidder,north dakota,2426,78.4,16.6,37105,1.8,66,477
la moure,north dakota,4114,87.8,20,49922,3.6,145,980
logan,north dakota,1924,75.3,13.4,42069,2,72,427
mchenry,north dakota,5789,85.5,14.8,41989,2.9,122,719
mcintosh,north dakota,2751,72,16.1,35757,2.9,111,854
mckenzie,north dakota,7987,89,20.7,53902,2.3,292,2289
mclean,north dakota,9309,88.2,17.3,52996,4.2,249,2320
mercer,north dakota,8486,86.3,18.9,62578,8.1,229,
morton,north dakota,28101,88.4,22.3,55196,14.3,752,9179
mountrail,north dakota,8734,89.2,19.1,56593,4.2,258,2146
nelson,north dakota,3080,89.2,22.6,41961,3.2,119,785
oliver,north dakota,1838,86.7,16.3,61131,2.6,46,
pembina,north dakota,7271,88.4,18.7,52270,6.6,279,3025
pierce,north dakota,4457,83.3,15.2,40139,4.3,163,1392
ramsey,north dakota,11536,85.4,21.4,44452,9.6,398,3907
ransom,north dakota,5444,88,17.4,47922,6.3,195,1608
renville,north dakota,2559,90.3,17.8,50093,2.8,105,847
richland,north dakota,16217,89.7,22,48908,11.4,538,5970
rolette,north dakota,14382,81.5,17.5,27662,15.4,191,2395
sargent,north dakota,3896,88.8,16.5,52154,4.5,125,1918
sheridan,north dakota,1266,81.8,14.2,38235,1.4,41,170
sioux,north dakota,4347,78.2,14.1,32802,3.8,24,927
slope,north dakota,758,88.5,26.8,55625,0.6,16,
stark,north dakota,26771,87.3,22.1,54269,18.1,1032,12243
steele,north dakota,1989,88.9,16.7,49485,2.8,63,567
stutsman,north dakota,20934,85.8,23.4,46317,9.5,653,8882
towner,north dakota,2318,89.2,20.5,47703,2.2,85,539
traill,north dakota,8072,89.5,26,48341,9.4,276,2555
walsh,north dakota,11046,82.4,16.2,46453,8.7,414,3426
ward,north dakota,64798,92.5,26.2,51081,30.6,1866,24715
wells,north dakota,4271,84.6,19.1,42035,3.3,181,1373
williams,north dakota,26697,88.7,18.8,62082,10.8,1118,14113
adams,ohio,28350,76.9,10.9,34232,48.9,367,4109
allen,ohio,105141,87.5,15.7,43323,264.2,2516,46301
ashland,ohio,52962,86.4,18.4,45641,125.6,1018,15391
ashtabula,ohio,100389,84.9,13.1,41501,144.6,1996,24659
athens,ohio,64304,87.1,28.4,33546,128.6,1071,12759
auglaize,ohio,45831,90.3,16.1,52838,114.5,960,17371
belmont,ohio,69671,87,13.5,39712,132.3,1497,19127
brown,ohio,44381,80.9,10.4,46046,91.5,534,6310
butler,ohio,370589,87.6,26.5,55497,788.2,6875,122438
carroll,ohio,28587,84.1,12,43323,73.1,457,4827
champaign,ohio,39565,87.1,14.9,48335,93.5,608,8757
clark,ohio,137206,85.4,16.6,44037,348,2388,39851
clermont,ohio,199085,87.4,25.4,60219,436.5,3516,44073
clinton,ohio,41886,87.2,14.6,47264,102.9,751,14390
columbiana,ohio,106507,85.7,13,41003,202.7,2106,25106
coshocton,ohio,36779,85.7,11.5,40727,65.4,640,9275
crawford,ohio,42849,85.6,11,41336,109,864,11932
cuyahoga,ohio,1265111,86.7,28.6,44088,2800,33255,646638
darke,ohio,52507,85.9,10.9,45055,88.5,1147,14616
defiance,ohio,38677,87.9,16.5,46864,94.9,814,12847
delaware,ohio,181061,95.9,50,90022,393.2,3890,69069
erie,ohio,76398,89.2,20,47466,306.4,1879,28036
fairfield,ohio,147474,91.6,24.9,58249,289.8,2550,32929
fayette,ohio,28880,80.9,13.4,39263,71.4,593,9412
franklin,ohio,1195537,89.3,35.5,50045,2186.1,26653,561986
fulton,ohio,42513,88.7,15.1,51851,105.3,946,14496
gallia,ohio,30708,81.6,14.5,36918,66.3,540,9628
geauga,ohio,93680,89.9,34.3,66229,233.4,2726,27533
greene,ohio,163587,92.2,34.7,57553,390.5,2957,47739
guernsey,ohio,39817,84.5,11.5,38179,76.8,846,12331
hamilton,ohio,802038,87.9,32.9,49218,1976.7,21004,449518
hancock,ohio,75671,90.8,24.2,49888,140.7,1715,38122
hardin,ohio,31627,86.6,13.9,39945,68.1,454,6658
harrison,ohio,15714,85,8.6,36920,39.4,269,2474
henry,ohio,28045,89.4,14.4,48932,67.8,569,8117
highland,ohio,42998,80.6,10.4,40423,78.8,654,8051
hocking,ohio,29273,85.6,12.1,42227,69.7,478,5114
holmes,ohio,43025,56.4,9.3,44746,100.3,1096,15788
huron,ohio,59280,86.9,12.3,48358,121.3,1164,16876
jackson,ohio,32954,79.3,14,37243,79,582,8884
jefferson,ohio,68389,87.3,14.2,39453,170.7,1301,19353
knox,ohio,60705,88.2,20,48734,115.9,1056,18713
lake,ohio,229582,91,24.8,55968,1011.2,6136,83423
lawrence,ohio,62109,82.7,13.8,38639,137.7,818,10078
licking,ohio,167537,89,22.4,54699,243.9,2859,45026
logan,ohio,45474,86.1,14.4,47378,100,859,15136
lorain,ohio,301478,88.7,21,52194,613.6,5574,80961
lucas,ohio,437998,87.3,23,41949,1296.2,9794,193232
madison,ohio,43053,84.7,16.4,54366,93.2,673,9993
mahoning,ohio,235145,87.9,20.9,40570,580.2,5702,84482
marion,ohio,66238,84,12.4,41337,164.7,1169,21136
medina,ohio,173684,93.1,30.1,65578,409,3909,51394
meigs,ohio,23593,83.2,10.9,33708,55.3,310,2461
mercer,ohio,40875,89.1,14.5,51236,88.3,939,13912
miami,ohio,103060,87.5,19.7,51438,252.1,2099,34097
monroe,ohio,14549,85.9,9,38811,32.1,252,3216
montgomery,ohio,534325,88.1,24.4,44585,1159.5,11534,221571
morgan,ohio,14911,82.9,8.5,35855,36.2,157,1710
morrow,ohio,34938,86.3,13.9,50252,85.8,384,3548
muskingum,ohio,85950,86.5,13.9,40590,129.5,1751,26586
noble,ohio,14579,79,7.9,40239,36.8,203,1859
ottawa,ohio,41339,90.1,19.8,53614,162.5,1000,10317
paulding,ohio,19295,86.4,11.1,43683,47.1,303,3636
perry,ohio,36015,83.6,9.5,42860,88.4,418,3801
pickaway,ohio,56399,83.6,14.1,51418,111.1,786,10484
pike,ohio,28480,78,12.6,39669,65.2,409,7035
portage,ohio,161451,90.4,24.5,51441,331.2,2944,41722
preble,ohio,41886,85.7,11.1,48874,99.7,651,8214
putnam,ohio,34198,91,18.6,59378,71.5,731,9114
richland,ohio,122673,85,15.1,43098,251.3,2673,42132
ross,ohio,77429,83.7,14.1,44577,113.3,1238,21711
sandusky,ohio,60510,87.6,13.4,47277,149.2,1330,23134
scioto,ohio,78477,80.9,13.2,33596,130.3,1281,18052
seneca,ohio,56018,87.8,16,41761,103,1182,17234
shelby,ohio,49167,86.7,14.1,50527,121.2,991,20998
stark,ohio,374868,88.5,20.7,45347,652.9,8344,134600
summit,ohio,540811,90,29.4,48790,1312.6,13458,235688
trumbull,ohio,207406,87.1,16.6,42441,340.1,4169,71708
tuscarawas,ohio,92392,85.2,15,42846,163.1,2125,29112
union,ohio,52715,91.3,27.4,68279,121.1,986,24304
van wert,ohio,28744,90.6,13.9,45111,70.3,536,9121
vinton,ohio,13239,76,7.9,34399,32.6,132,1589
warren,ohio,217241,91.1,36.5,71961,530,3916,69988
washington,ohio,61475,88.2,15,43185,97.8,1430,21802
wayne,ohio,114848,84.8,19.2,49261,206.4,2436,36562
williams,ohio,37513,89.5,12.7,44604,89.4,818,14137
wood,ohio,128200,92.5,30.1,53610,203.3,2729,47431
wyandot,ohio,22607,87.3,14.2,47958,55.6,495,6950
adair,oklahoma,22286,76.3,11.2,31038,39.6,211,2834
alfalfa,oklahoma,5666,84,18.4,42730,6.5,127,780
atoka,oklahoma,14007,80.5,15,33919,14.5,249,2030
beaver,oklahoma,5591,82.1,18,47386,3.1,181,1249
beckham,oklahoma,23081,80.9,15.2,45726,24.5,836,9593
blaine,oklahoma,9785,81.2,15.9,41306,12.9,289,2204
bryan,oklahoma,43399,82.3,20.5,36661,46.9,732,9306
caddo,oklahoma,29678,81.9,13.6,37835,23.2,455,4460
canadian,oklahoma,122560,91.2,25.6,62355,128.9,2284,23790
carter,oklahoma,48085,83.8,17.1,39722,57.8,1506,20411
cherokee,oklahoma,48150,83.6,24.5,33990,62.7,708,8147
choctaw,oklahoma,15182,78.4,11.3,28039,19.7,251,3353
cimarron,oklahoma,2385,78.5,18.7,35440,1.3,70,365
cleveland,oklahoma,265638,90.9,31.1,53759,474.7,5351,66674
coal,oklahoma,5963,78.8,9.8,34217,11.5,79,729
comanche,oklahoma,126390,89,20.4,45947,116.1,2194,32151
cotton,oklahoma,6155,84.3,15.1,46075,9.8,77,1168
craig,oklahoma,14748,79.8,14.7,41010,19.7,343,4280
creek,oklahoma,70651,84.4,15,42940,73.6,1403,15360
custer,oklahoma,28536,83.1,23.4,43125,27.8,898,10134
delaware,oklahoma,41441,82.8,14.9,35552,56.2,685,6592
dewey,oklahoma,4783,85.9,20.1,41500,4.8,142,893
ellis,oklahoma,4104,87,22.8,45017,3.4,112,825
garfield,oklahoma,61189,86.5,23.1,41688,57.2,1650,22214
garvin,oklahoma,27297,82.8,15.5,39171,34.4,670,7419
grady,oklahoma,53118,85.3,16.6,47456,47.6,1050,10685
grant,oklahoma,4516,90.1,21.2,42227,4.5,115,867
greer,oklahoma,6082,78.4,13,38882,9.8,88,745
harmon,oklahoma,2906,76.1,18.4,31211,5.4,51,446
harper,oklahoma,3676,83.9,14,44850,3.5,103,593
haskell,oklahoma,12938,77.4,11.9,37326,22.1,223,2698
hughes,oklahoma,13836,76.3,11.4,33895,17.4,226,2519
jackson,oklahoma,26237,82.4,20.7,41391,32.9,536,7733
jefferson,oklahoma,6377,77.1,11.3,34256,8.5,110,626
johnston,oklahoma,11003,81.4,19.8,35789,17,170,1735
kay,oklahoma,45831,85.8,19.2,40164,50.6,1105,14377
kingfisher,oklahoma,15005,84.9,19.5,52130,16.7,471,5088
kiowa,oklahoma,9310,84.8,17.8,33068,9.3,208,1731
latimer,oklahoma,11019,83.1,14.2,42610,15.4,178,1715
le flore,oklahoma,49873,79.7,11.5,36815,31.7,814,8124
lincoln,oklahoma,34189,85.3,12.9,41763,36,568,5316
logan,oklahoma,43666,87.2,23.1,50249,56.3,725,6126
love,oklahoma,9558,81.7,14.7,41163,18.3,147,3484
major,oklahoma,7683,85.6,16,48012,7.9,255,2061
marshall,oklahoma,15957,79.7,15.5,39473,42.7,274,4171
mayes,oklahoma,41168,84.4,13.6,42425,63,776,9086
mcclain,oklahoma,35613,88.2,18.9,56128,60.5,779,6898
mccurtain,oklahoma,33203,80.2,12.3,31328,17.9,545,8113
mcintosh,oklahoma,20584,79.5,12.8,32305,32.7,343,3079
murray,oklahoma,13663,82.7,14.9,41403,32.4,259,3005
muskogee,oklahoma,70596,83.8,17.3,37990,87.6,1457,23449
noble,oklahoma,11522,88,18.9,43324,15.8,204,3409
nowata,oklahoma,10611,83.2,11.3,38459,18.6,156,1340
okfuskee,oklahoma,12358,80.1,11.3,34418,19.7,163,1356
oklahoma,oklahoma,741781,85.8,29.1,44413,1013.8,22354,343066
okmulgee,oklahoma,39625,83.4,13.6,39324,57.5,677,7445
osage,oklahoma,47917,87,17.6,42847,21.1,609,5828
ottawa,oklahoma,32236,83.1,13,36931,67.6,628,8903
pawnee,oklahoma,16474,87.3,17.2,41832,29.2,288,2459
payne,oklahoma,78399,89,34.4,35716,113,1692,21208
pittsburg,oklahoma,45048,81.9,15.2,41317,35.1,954,12088
pontotoc,oklahoma,37958,85.3,27.3,40641,52,960,12686
pottawatomie,oklahoma,70760,84.8,16.7,41332,88.2,1301,18979
pushmataha,oklahoma,11205,79.7,11.4,29053,8.3,180,1920
roger mills,oklahoma,3774,88,21.2,54352,3.2,88,533
rogers,oklahoma,88367,89.6,22.2,58434,128.6,1612,23514
seminole,oklahoma,25450,80.9,13.6,33799,40.3,463,5368
sequoyah,oklahoma,41398,81.1,12.8,38292,63,562,6542
stephens,oklahoma,44779,84.8,17,45030,51.8,1055,13134
texas,oklahoma,21498,72,19.9,46631,10.1,475,7150
tillman,oklahoma,7822,76.2,15.5,31437,9.2,139,1303
tulsa,oklahoma,613816,88.2,29.2,47005,1058.1,18382,311069
wagoner,oklahoma,75030,89,21.9,56819,130.1,881,8001
washington,oklahoma,51633,88.6,26.1,47144,122.7,1192,20007
washita,oklahoma,11622,84.1,16.4,44331,11.6,243,1537
woods,oklahoma,8832,89.3,27,47255,6.9,280,2241
woodward,oklahoma,20548,84.3,17.5,51087,16.2,793,7868
baker,oregon,15909,88.4,19.8,40989,5.3,519,3885
benton,oregon,86430,94.2,47.4,47716,126.6,2003,25118
clackamas,oregon,383857,91.8,31.6,63790,201,10690,121901
clatsop,oregon,37301,91.5,22.1,43670,44.7,1433,13252
columbia,oregon,49286,88.4,16.8,56270,75.1,928,6948
coos,oregon,62534,87.4,18.5,37789,39.5,1641,16731
crook,oregon,20729,85.7,15.7,45004,7,479,3704
curry,oregon,22248,91.7,19.6,39787,13.7,671,4507
deschutes,oregon,162277,93.3,29.8,52962,52.3,5695,51078
douglas,oregon,107164,86.8,15.7,40501,21.4,2503,27337
gilliam,oregon,1953,86.7,18.1,42260,1.6,69,534
grant,oregon,7317,89,17,34367,1.6,241,1386
harney,oregon,7212,88.8,16.4,38702,0.7,202,1263
hood river,oregon,22584,82.5,26.5,54109,42.8,938,8501
jackson,oregon,206412,88.8,23.7,43386,73,5704,63060
jefferson,oregon,21749,83.6,16.5,42867,12.2,348,3421
josephine,oregon,82930,87.4,16.8,37824,50.4,1981,19671
klamath,oregon,65912,86.9,19.4,41787,11.2,1552,16232
lake,oregon,7771,87.2,17.7,36583,1,192,1207
lane,oregon,354542,90.3,27.8,42621,77.2,9437,112024
lincoln,oregon,46151,89.9,24.4,41764,47,1601,13651
linn,oregon,118360,88.6,16.7,46872,50.9,2393,31723
malheur,oregon,30630,79.6,14.2,39013,3.2,710,8232
marion,oregon,319985,82.5,20.7,46191,266.7,7515,93122
morrow,oregon,11244,77.1,10.7,46110,5.5,176,2589
multnomah,oregon,759256,89.3,38.3,50726,1704.9,24664,375965
polk,oregon,76353,89.8,28.2,52865,101.8,1298,10795
sherman,oregon,1732,90.3,15.9,46453,2.1,50,364
tillamook,oregon,25287,88.1,19.3,41400,22.9,687,6099
umatilla,oregon,76820,81.8,15.6,45911,23.6,1521,21189
union,oregon,25759,89,21.7,40974,12.6,762,6919
wallowa,oregon,6821,92.7,21.3,39556,2.2,346,1578
wasco,oregon,25487,83.4,21.2,43742,10.6,704,6936
washington,oregon,547672,90.5,39.5,63814,731.4,14037,223496
wheeler,oregon,1424,87.4,13,34338,0.8,35,157
yamhill,oregon,100255,86.6,22.5,53819,138.6,2286,26599
adams,pennsylvania,101482,85.2,18.8,57097,195.5,1884,27901
allegheny,pennsylvania,1229338,92,34.5,49805,1675.6,33339,679125
armstrong,pennsylvania,68409,88.2,13.8,44663,105.5,1245,13144
beaver,pennsylvania,170245,90.1,20.3,47928,392.3,3404,49086
bedford,pennsylvania,49324,84,12,40710,49.2,1078,12890
berks,pennsylvania,413491,83.8,22.1,54823,480.4,8177,144686
blair,pennsylvania,127121,90,17.3,43243,241.7,3200,50360
bradford,pennsylvania,62792,85.5,16.5,42433,54.6,1440,19511
bucks,pennsylvania,627053,92.4,34.7,76019,1034.7,18758,242654
butler,pennsylvania,184970,92.2,29.3,57474,233.1,4669,79098
cambria,pennsylvania,141584,88.1,17.4,41202,208.7,3381,50282
cameron,pennsylvania,4939,86.4,14,40449,12.8,117,1541
carbon,pennsylvania,65006,86.8,15,49056,171.1,1123,13129
centre,pennsylvania,155171,92.9,39.8,48262,138.7,3169,43808
chester,pennsylvania,506575,92.6,48.1,86264,664.7,13689,230867
clarion,pennsylvania,39646,87.7,17.8,41557,66.6,946,10601
clearfield,pennsylvania,81184,86,13.3,39391,71.3,1973,25841
clinton,pennsylvania,39517,86,16.4,39696,44.2,748,10956
columbia,pennsylvania,66887,87,18.8,44136,139.3,1416,22104
crawford,pennsylvania,87598,86.2,18.3,40379,87.7,2049,27013
cumberland,pennsylvania,238614,91.1,32.5,60832,431.6,5709,113311
dauphin,pennsylvania,269665,88.7,27,53771,510.6,6862,143099
delaware,pennsylvania,561098,91,34.5,63677,3040.5,12629,204707
elk,pennsylvania,31550,89.9,15.1,42854,38.6,914,14602
erie,pennsylvania,280646,89.5,23.6,44503,351.1,6246,114273
fayette,pennsylvania,135660,83.3,13.7,36605,172.8,2697,36720
forest,pennsylvania,7667,80.7,7.8,36006,18.1,111,1414
franklin,pennsylvania,151275,84.3,18.7,51171,193.7,3010,45875
fulton,pennsylvania,14772,82.8,10.7,45960,33.9,267,4845
greene,pennsylvania,38085,85.4,15,42565,67.2,708,13552
huntingdon,pennsylvania,45943,86.6,13.8,43026,52.5,830,10326
indiana,pennsylvania,88218,87,20.8,41424,107.5,1921,27039
jefferson,pennsylvania,44764,86.5,12.3,40058,69.3,1179,13465
juniata,pennsylvania,24904,80.9,11.5,45496,63,465,4938
lackawanna,pennsylvania,214477,87.9,24.6,45185,467.1,5325,94979
lancaster,pennsylvania,526823,83.3,23.2,55816,550.4,12041,210772
lawrence,pennsylvania,89871,87.5,19,43821,254.4,1989,26388
